@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {highlights,background}

@DATA
0.163242,0.047116,3.240983,0.238355,0.218751,1.618040,0.003658,0.247054,-21.471328,1.259128,-0.782421,0.321485,-0.065265,0.144751,0.229484,-0.336993,-0.114107,0.076080,-0.057404,-0.195941,-0.111013,0.012096,0.004846,0.015064,0.009469,0.015282,0.008345,0.020897,0.010526,0.016677,0.009013,0.020521,0.007469,0.012479,0.019560,0.010402,0.040547,0.018338,0.013576,0.194082,0.001241,0.048140,0.333729,0.229245,0.214029,0.184077,0.169300,0.202271,0.196979,0.206856,0.176374,0.177226,0.175345,0.146326,0.132854,0.007454,0.003131,0.008457,0.005908,0.012195,0.005393,0.012960,0.008170,0.010446,0.004787,0.011425,0.004902,0.004521,background
0.159267,0.032599,3.221405,0.247266,0.215802,1.688043,0.003999,0.260450,-22.117730,0.675509,-1.124360,0.094536,0.166782,0.092908,0.008469,-0.243202,-0.066495,0.174308,-0.117115,-0.194973,-0.148099,0.008959,0.005314,0.012100,0.009512,0.010279,0.005433,0.020630,0.012989,0.014302,0.013258,0.015360,0.008198,0.012030,0.020707,0.006682,0.069871,0.021988,0.015559,0.196148,0.001210,0.060792,0.315904,0.295865,0.248937,0.213011,0.210657,0.189507,0.181504,0.184449,0.154662,0.164692,0.194802,0.163853,0.172794,0.008045,0.004441,0.006933,0.007169,0.008882,0.003419,0.016286,0.011196,0.015352,0.009776,0.013758,0.008807,0.005888,background
0.174335,0.027769,3.202621,0.263091,0.211495,1.781776,0.003790,0.322264,-22.509349,-0.038522,-1.269454,-0.395418,0.270474,0.153973,-0.063525,-0.347701,-0.051234,0.231679,-0.066585,0.014509,-0.130095,0.009401,0.003849,0.004962,0.005283,0.005454,0.006909,0.014922,0.011319,0.017079,0.020318,0.016976,0.010234,0.011310,0.022373,0.007810,0.089750,0.018535,0.009964,0.208690,0.001033,0.047822,0.354021,0.336479,0.311760,0.229336,0.181940,0.177637,0.198328,0.157853,0.152844,0.131515,0.156194,0.138164,0.189334,0.010799,0.002652,0.004190,0.004272,0.005843,0.005272,0.011947,0.010751,0.014824,0.014061,0.015025,0.006595,0.004035,background
0.188971,0.029518,3.054776,0.291381,0.231879,1.544022,0.010296,0.354324,-23.823526,1.368649,0.123660,0.131856,0.065726,0.095430,0.100385,-0.051729,-0.178653,-0.021666,-0.140380,-0.226276,-0.360051,0.041039,0.005919,0.028276,0.008487,0.010280,0.009379,0.014251,0.004925,0.005021,0.012728,0.027555,0.007642,0.020752,0.110609,0.022484,0.308675,0.096901,0.030569,0.646731,0.006968,0.210828,1.476588,0.664817,0.738171,0.487755,0.473997,0.322809,0.348624,0.315620,0.291787,0.254732,0.322850,0.300137,0.331669,0.045145,0.007602,0.030572,0.010969,0.014696,0.011142,0.014608,0.007672,0.007648,0.017959,0.028914,0.009537,0.012406,background
0.171082,0.033943,3.183160,0.260173,0.221363,1.549260,0.005130,0.326629,-22.437591,1.230028,0.209974,0.055034,0.121748,0.206659,0.048038,-0.065755,-0.030828,-0.012383,-0.033646,-0.335635,-0.102761,0.019895,0.004541,0.047111,0.012009,0.016397,0.007494,0.017554,0.005515,0.006566,0.020189,0.016253,0.004969,0.019977,0.082040,0.019579,0.127097,0.068338,0.028486,0.546207,0.002536,0.169980,0.619417,0.429267,0.536049,0.310655,0.256593,0.255222,0.239085,0.230820,0.207777,0.182598,0.190815,0.191279,0.163328,0.022025,0.003980,0.034927,0.012051,0.015157,0.007826,0.014890,0.006941,0.005585,0.022958,0.012143,0.004460,0.011299,background
0.139444,0.037710,3.221685,0.211087,0.197441,1.409002,0.004298,0.239104,-21.957981,1.407409,-0.284825,0.216941,0.160168,0.162675,0.001686,-0.046291,-0.068686,-0.034203,-0.039621,-0.027671,-0.141442,0.012462,0.004796,0.031647,0.015102,0.016390,0.008008,0.026284,0.004952,0.006950,0.014992,0.019723,0.005160,0.014391,0.030346,0.011719,0.048864,0.020613,0.010739,0.260843,0.001797,0.072102,0.340360,0.361539,0.324309,0.245719,0.204907,0.192013,0.190631,0.189165,0.203943,0.196396,0.157006,0.145918,0.166195,0.009842,0.003103,0.022942,0.011175,0.011383,0.005442,0.019468,0.004401,0.006263,0.009914,0.014900,0.005573,0.006033,background
0.117794,0.043608,3.213859,0.193996,0.198857,1.200359,0.003982,0.193832,-21.534109,1.773592,-0.236569,0.314622,-0.065223,0.210401,0.211231,0.199991,-0.243269,-0.004015,0.040088,-0.018623,0.009288,0.008320,0.006021,0.024012,0.015339,0.045680,0.009666,0.040479,0.005015,0.007210,0.014574,0.023002,0.003713,0.018591,0.015923,0.011160,0.051800,0.010872,0.013017,0.182894,0.001062,0.032135,0.165605,0.168471,0.168883,0.169149,0.158219,0.179925,0.178189,0.174786,0.213841,0.186018,0.146846,0.148061,0.137516,0.004418,0.004787,0.015467,0.009709,0.026225,0.007101,0.023018,0.004948,0.005360,0.009054,0.014769,0.002955,0.006020,background
0.119185,0.040806,3.225799,0.195100,0.196549,1.217720,0.004063,0.197647,-21.670123,1.678010,-0.361745,0.327523,0.066239,0.338364,0.239061,-0.027868,-0.216190,0.164792,0.006821,-0.088150,-0.033185,0.006132,0.004401,0.025863,0.015063,0.030701,0.007876,0.046417,0.004370,0.011194,0.014462,0.022649,0.003422,0.018225,0.016538,0.009716,0.048336,0.015869,0.014414,0.195633,0.001223,0.034116,0.202454,0.211089,0.195352,0.172646,0.162261,0.172416,0.149231,0.195582,0.170084,0.185013,0.142893,0.141118,0.122889,0.003204,0.003562,0.016041,0.010271,0.022497,0.005115,0.026737,0.004024,0.006351,0.008864,0.013817,0.003380,0.007104,background
0.122232,0.045691,3.219955,0.197073,0.195497,1.268626,0.003822,0.199857,-21.435648,1.627913,-0.344743,0.319762,-0.055869,0.233404,0.316589,0.082148,-0.262044,0.074877,0.121193,0.002083,-0.059159,0.008658,0.006257,0.027964,0.016626,0.028105,0.011538,0.039930,0.005800,0.008288,0.013840,0.021475,0.003163,0.016482,0.019634,0.012231,0.052025,0.011833,0.010371,0.217683,0.001156,0.037158,0.218471,0.227030,0.212554,0.175904,0.202992,0.169135,0.169375,0.169727,0.172618,0.185074,0.172834,0.151173,0.143023,0.005388,0.004100,0.019516,0.010474,0.017079,0.007162,0.023025,0.005029,0.005350,0.008582,0.013440,0.002968,0.005625,background
0.121759,0.053633,3.226156,0.200826,0.200630,1.292272,0.003782,0.203575,-21.211975,1.654856,-0.270643,0.335467,0.006656,0.259000,0.351811,0.125132,-0.295711,0.011385,0.100861,-0.054133,-0.040292,0.007163,0.005064,0.027710,0.017574,0.032545,0.012648,0.045613,0.005200,0.006566,0.010622,0.021846,0.003898,0.017341,0.016891,0.012839,0.048215,0.012058,0.013694,0.192677,0.000977,0.035339,0.196794,0.191021,0.216935,0.176270,0.177719,0.158195,0.135394,0.171727,0.172545,0.201157,0.161232,0.135827,0.133194,0.004288,0.002992,0.017499,0.012242,0.018183,0.008542,0.024198,0.003530,0.005019,0.006746,0.013703,0.003014,0.005767,background
0.132354,0.048878,3.225746,0.210410,0.203796,1.356272,0.003761,0.222242,-21.434930,1.513181,-0.319206,0.253699,0.039690,0.323145,0.396511,0.024975,-0.288343,0.173584,-0.055727,-0.109042,-0.102921,0.008248,0.009624,0.020078,0.012559,0.026794,0.010629,0.037138,0.008531,0.008003,0.012418,0.028497,0.001671,0.016588,0.019195,0.012114,0.058722,0.011615,0.010570,0.219478,0.001087,0.045549,0.211136,0.249049,0.223895,0.208648,0.208535,0.154046,0.174503,0.174392,0.166831,0.173834,0.158542,0.142481,0.132589,0.004280,0.007458,0.015185,0.007884,0.017320,0.007473,0.024949,0.008215,0.005001,0.006876,0.018157,0.001147,0.006976,background
0.130459,0.054773,3.228059,0.202920,0.194935,1.388813,0.003666,0.222267,-21.035647,1.543603,-0.304250,0.233832,-0.043802,0.153554,0.271501,0.146254,-0.203753,-0.081161,0.043880,-0.063044,-0.008488,0.008664,0.008242,0.020438,0.017452,0.034735,0.012827,0.029559,0.004628,0.007266,0.012286,0.021669,0.005126,0.014876,0.018855,0.011704,0.038911,0.010190,0.008803,0.187858,0.000856,0.038753,0.191148,0.196606,0.199857,0.183819,0.201539,0.186311,0.172397,0.185531,0.179509,0.184066,0.147401,0.160334,0.141668,0.005377,0.006910,0.013308,0.011251,0.020319,0.009090,0.020638,0.003754,0.005202,0.008162,0.013176,0.004167,0.005563,background
0.129394,0.045869,3.216094,0.210520,0.209030,1.274599,0.003743,0.210861,-21.496231,1.703966,-0.183656,0.321232,0.100807,0.265641,0.350969,0.079823,-0.250583,0.014531,-0.005273,-0.042724,-0.055996,0.007684,0.005297,0.026891,0.015992,0.033705,0.011575,0.041798,0.004755,0.007204,0.015251,0.022925,0.002055,0.016564,0.019164,0.011230,0.055605,0.014014,0.011838,0.208834,0.001057,0.045770,0.222056,0.190469,0.225887,0.176304,0.161376,0.153505,0.159250,0.155245,0.170758,0.187321,0.155500,0.150815,0.125805,0.004372,0.003681,0.016305,0.010570,0.017436,0.007260,0.023027,0.004410,0.005000,0.009560,0.012984,0.001704,0.005910,background
0.125884,0.047098,3.231750,0.201851,0.199226,1.327033,0.003730,0.214097,-21.362310,1.625533,-0.204571,0.281121,-0.105940,0.247625,0.270907,0.233461,-0.173408,-0.009348,0.050295,-0.012550,-0.009325,0.010258,0.013329,0.022036,0.011791,0.040036,0.011118,0.039095,0.005471,0.007372,0.013296,0.019955,0.003379,0.017492,0.017762,0.011233,0.049618,0.010740,0.010354,0.189156,0.001040,0.034186,0.229355,0.163260,0.208522,0.175287,0.194312,0.175491,0.178717,0.169830,0.189589,0.146540,0.162653,0.155495,0.136937,0.006502,0.012586,0.013670,0.008434,0.023779,0.008105,0.024532,0.004576,0.005703,0.010533,0.009941,0.003023,0.005472,background
0.217480,0.041663,3.121009,0.323491,0.236721,1.574671,0.009364,0.411841,-23.458921,1.413636,0.412832,-0.063237,-0.055164,0.083818,-0.081199,0.044097,-0.258902,-0.060560,-0.225587,-0.295315,-0.368970,0.034585,0.007227,0.043701,0.018559,0.014787,0.008573,0.010142,0.004534,0.005461,0.006692,0.015626,0.007055,0.023799,0.149458,0.025312,0.228217,0.125063,0.037654,0.613169,0.005281,0.243167,1.365034,0.538615,0.696851,0.524237,0.439784,0.387220,0.338580,0.267320,0.320211,0.290259,0.320934,0.293704,0.326640,0.041164,0.010854,0.045268,0.023713,0.023466,0.017783,0.010242,0.006470,0.009902,0.008148,0.023389,0.010465,0.014824,background
0.131973,0.041262,3.206153,0.212830,0.210468,1.314861,0.003717,0.217095,-21.609578,1.678540,-0.163369,0.247619,-0.031399,0.187542,0.301709,0.124145,-0.320725,0.029771,0.066150,0.008998,-0.039332,0.007075,0.006963,0.023553,0.011433,0.042396,0.012475,0.039211,0.004268,0.007287,0.015679,0.024079,0.003405,0.017526,0.020492,0.011227,0.059092,0.016765,0.015111,0.202510,0.001095,0.045039,0.229643,0.183689,0.233062,0.209293,0.167213,0.156821,0.156595,0.174962,0.181501,0.170736,0.152201,0.149650,0.135332,0.004043,0.005364,0.016759,0.005881,0.021491,0.009565,0.023188,0.004047,0.005728,0.009325,0.017777,0.002765,0.005800,background
0.175711,0.032045,3.230595,0.254711,0.210723,1.819521,0.003048,0.317012,-22.024192,0.353505,-1.106597,-0.056697,0.433010,0.245795,0.009439,-0.311825,-0.072868,0.029739,-0.084539,-0.009020,-0.009307,0.006015,0.007137,0.007852,0.009963,0.010652,0.006100,0.013767,0.007498,0.016306,0.014610,0.014781,0.006546,0.008670,0.015758,0.004872,0.050327,0.012198,0.008754,0.122500,0.000589,0.036694,0.205572,0.211578,0.170623,0.155316,0.159316,0.162413,0.132363,0.170832,0.165109,0.153468,0.138465,0.150079,0.140669,0.003810,0.005617,0.003797,0.005838,0.006494,0.003979,0.007858,0.005242,0.011468,0.009097,0.009029,0.005399,0.002961,background
0.200230,0.041186,3.235004,0.275313,0.213755,1.960631,0.004007,0.377047,-21.687671,0.285426,-0.694441,-0.183370,0.210786,0.173804,-0.017782,-0.251945,0.057369,0.196334,0.047636,-0.044644,-0.052488,0.006702,0.003801,0.005589,0.005982,0.005413,0.008819,0.015835,0.009274,0.015634,0.021352,0.016298,0.006482,0.011814,0.049426,0.012848,0.061553,0.039066,0.016970,0.350689,0.001372,0.093834,0.441148,0.430281,0.322011,0.213867,0.245615,0.222705,0.184935,0.197310,0.161838,0.176741,0.157022,0.147264,0.177303,0.005146,0.003039,0.004295,0.005771,0.004330,0.012468,0.018733,0.013208,0.014629,0.019465,0.012489,0.004736,0.006746,background
0.177010,0.035660,3.172494,0.265922,0.225895,1.636051,0.005421,0.325846,-21.865918,1.211935,-0.352968,0.009871,-0.070091,0.181505,0.000449,-0.086083,-0.004107,0.122606,-0.041196,-0.077184,-0.140004,0.013211,0.005303,0.011520,0.010044,0.012218,0.011398,0.016195,0.005615,0.009878,0.021791,0.026397,0.008745,0.013760,0.080049,0.016755,0.138141,0.071636,0.035830,0.522695,0.002136,0.186717,0.527360,0.342337,0.394399,0.283908,0.331210,0.221733,0.223710,0.210743,0.196789,0.178404,0.195805,0.192702,0.200885,0.013119,0.005519,0.009126,0.010974,0.012337,0.016592,0.014818,0.006387,0.009232,0.017489,0.017893,0.010580,0.007091,background
0.149917,0.014043,3.197769,0.240850,0.216537,1.449287,0.005362,0.286342,-23.115414,1.482058,-0.467096,-0.044801,-0.160610,0.175213,0.192107,-0.148485,-0.085384,-0.009546,-0.089158,-0.237217,-0.161489,0.013559,0.006231,0.019535,0.011270,0.016384,0.010794,0.015716,0.007875,0.009604,0.019828,0.026336,0.006921,0.013536,0.044801,0.006159,0.091605,0.054057,0.033076,0.395208,0.002246,0.136942,0.507649,0.318438,0.262931,0.238783,0.267336,0.203565,0.225910,0.197605,0.191940,0.171862,0.194843,0.164931,0.202283,0.010314,0.005947,0.017224,0.008292,0.013294,0.009890,0.009976,0.006723,0.007124,0.018052,0.018265,0.006124,0.006983,background
0.155701,0.024238,3.187135,0.242924,0.213612,1.536129,0.005454,0.275933,-22.388254,1.271676,-0.249030,0.030728,-0.277588,0.099586,0.147167,-0.078584,-0.084481,0.036558,0.013550,-0.100250,-0.076347,0.013554,0.004825,0.016379,0.016428,0.016136,0.010540,0.013388,0.003955,0.008922,0.022422,0.020606,0.006912,0.013626,0.051000,0.010658,0.125322,0.045731,0.022924,0.423794,0.001981,0.114838,0.485566,0.312548,0.405819,0.258366,0.257219,0.211369,0.218447,0.176631,0.176770,0.219993,0.156325,0.189747,0.196510,0.011903,0.005922,0.012700,0.014802,0.010469,0.008901,0.011695,0.003168,0.010187,0.019418,0.016255,0.006756,0.006407,background
0.163107,0.032946,3.176563,0.254948,0.226992,1.473273,0.006238,0.307266,-22.101394,1.566437,-0.481428,-0.001493,-0.078808,0.116128,0.188737,-0.049611,-0.112228,-0.060955,-0.100029,-0.024840,-0.184737,0.014358,0.005591,0.016673,0.014744,0.018115,0.012670,0.013551,0.006990,0.008712,0.021767,0.019278,0.010426,0.013683,0.073159,0.017524,0.120481,0.071947,0.038809,0.501143,0.002622,0.197212,0.586981,0.326582,0.306684,0.296224,0.315174,0.225597,0.207839,0.172353,0.176161,0.157540,0.192197,0.212210,0.247029,0.014315,0.005979,0.013151,0.011165,0.015568,0.011066,0.011400,0.006946,0.007976,0.021134,0.017506,0.014391,0.005997,background
0.165538,0.044127,3.125819,0.255765,0.224569,1.370882,0.007804,0.296208,-22.135258,1.608512,-0.054622,-0.180074,-0.119944,0.032038,0.099548,-0.072465,-0.100715,-0.096467,-0.050648,-0.129938,-0.212869,0.021433,0.005779,0.021042,0.016209,0.013453,0.011840,0.014888,0.006458,0.008720,0.019974,0.024053,0.012329,0.018147,0.083284,0.023473,0.196565,0.074535,0.032392,0.537956,0.004596,0.176800,0.640968,0.447487,0.551460,0.336157,0.373071,0.234708,0.267779,0.215942,0.239171,0.220672,0.222162,0.255370,0.256294,0.020061,0.005996,0.019903,0.021717,0.012913,0.014080,0.018855,0.012413,0.010238,0.016514,0.019958,0.017630,0.008729,background
0.134549,0.042878,3.116896,0.222973,0.206590,1.186252,0.008408,0.245879,-22.171622,1.651486,-0.159385,-0.125164,-0.335705,0.084620,0.132311,-0.071342,-0.067167,0.006982,-0.089021,-0.098304,-0.055615,0.010700,0.006879,0.016176,0.016888,0.014614,0.008867,0.017387,0.004228,0.012999,0.024969,0.021894,0.006938,0.015447,0.060126,0.024374,0.184664,0.061200,0.033017,0.455895,0.003339,0.147530,0.728635,0.332863,0.629332,0.368337,0.392448,0.280198,0.286188,0.228274,0.215544,0.226799,0.224136,0.200196,0.187401,0.011638,0.009287,0.014019,0.021732,0.014982,0.008878,0.017887,0.006033,0.014795,0.017889,0.021342,0.007476,0.006285,background
0.128260,0.036629,3.151824,0.222560,0.210965,1.096626,0.008304,0.232983,-22.443216,1.822820,-0.280425,-0.178133,-0.318139,0.141380,0.249179,-0.123008,-0.136869,-0.059995,-0.113955,-0.182973,-0.150534,0.015778,0.005839,0.020699,0.016669,0.015867,0.016150,0.020797,0.004849,0.011091,0.019869,0.020786,0.008261,0.016383,0.048304,0.024885,0.123288,0.053859,0.032955,0.400882,0.003875,0.125930,0.821120,0.362996,0.472835,0.310744,0.365272,0.254148,0.222116,0.198188,0.228177,0.228313,0.184125,0.185084,0.212716,0.014897,0.006080,0.021550,0.016939,0.014541,0.020497,0.015886,0.006965,0.011646,0.014883,0.019170,0.013508,0.006067,background
0.186786,0.031813,3.045409,0.312884,0.244600,1.503146,0.010332,0.384934,-23.958550,1.478393,0.512324,0.145090,-0.043966,0.093893,-0.114612,-0.032148,-0.204211,-0.258748,-0.315677,-0.273004,-0.221409,0.028397,0.005574,0.038784,0.036954,0.023660,0.009451,0.012637,0.003130,0.005328,0.008361,0.017593,0.004239,0.026074,0.120228,0.021593,0.315578,0.112775,0.033849,0.688412,0.005856,0.242109,1.311062,0.758713,0.718204,0.479429,0.455885,0.343589,0.351171,0.311484,0.322709,0.306050,0.323372,0.311102,0.323296,0.039944,0.009016,0.036390,0.051898,0.033817,0.014863,0.015508,0.004942,0.009997,0.011939,0.024912,0.006633,0.014841,background
0.180736,0.039785,3.210671,0.267202,0.222299,1.695395,0.004627,0.348575,-21.877569,1.003420,-0.694486,-0.043050,0.152144,0.141299,-0.009984,-0.176363,-0.133985,-0.052757,-0.212453,-0.287207,-0.335727,0.020854,0.009484,0.024490,0.010227,0.010879,0.009583,0.013547,0.008708,0.010627,0.013416,0.013468,0.008293,0.013179,0.055702,0.014931,0.071113,0.051938,0.029362,0.368580,0.001956,0.150783,0.473020,0.361369,0.381491,0.252094,0.246190,0.194645,0.194619,0.196552,0.177930,0.168690,0.181805,0.188334,0.221992,0.017339,0.010398,0.022704,0.008744,0.010680,0.010610,0.008942,0.012560,0.010338,0.010629,0.010978,0.007362,0.006813,background
0.178997,0.034694,3.187759,0.264339,0.222986,1.687343,0.005255,0.340599,-22.005932,1.192700,-0.261391,-0.021111,0.067936,0.085092,-0.023350,-0.189767,-0.302749,-0.150068,-0.255474,-0.132809,-0.089754,0.010713,0.004481,0.024272,0.019546,0.023206,0.016959,0.015923,0.004029,0.007143,0.012433,0.011536,0.006654,0.014867,0.050607,0.017291,0.139726,0.042519,0.025848,0.386850,0.002245,0.129861,0.481333,0.328724,0.411699,0.263320,0.259901,0.207252,0.229038,0.206727,0.257051,0.278419,0.228168,0.246995,0.261270,0.010007,0.004303,0.024456,0.015798,0.020037,0.018798,0.016312,0.004302,0.007673,0.010528,0.009247,0.008282,0.006636,background
0.174888,0.041517,3.195969,0.268887,0.226667,1.568628,0.006402,0.355434,-21.955688,1.422811,-0.118286,0.013993,0.039854,0.180062,-0.135559,-0.207642,-0.268431,-0.131864,-0.326863,-0.232490,-0.175338,0.013591,0.004600,0.030022,0.034762,0.022452,0.013973,0.014152,0.003896,0.007818,0.014987,0.012546,0.003611,0.018462,0.084042,0.021430,0.091420,0.072560,0.035395,0.485180,0.003435,0.188995,0.576472,0.341401,0.347575,0.314950,0.289484,0.207704,0.253114,0.216977,0.216413,0.213722,0.250669,0.239855,0.245017,0.016177,0.006450,0.031028,0.036305,0.018295,0.014202,0.012736,0.003423,0.009648,0.012096,0.009413,0.003289,0.010990,background
0.188971,0.025407,3.166409,0.287806,0.233813,1.644119,0.006028,0.391487,-22.921666,1.422452,0.195135,-0.082628,-0.072936,0.143715,-0.045997,-0.110605,-0.352110,-0.197087,-0.302138,-0.231909,-0.145609,0.014092,0.005477,0.024031,0.021869,0.041613,0.018331,0.013582,0.003612,0.004889,0.012307,0.017209,0.004035,0.020511,0.076838,0.014900,0.132943,0.065786,0.029407,0.440720,0.003495,0.164800,0.611226,0.358053,0.476935,0.315748,0.289476,0.259246,0.256743,0.221365,0.304667,0.226268,0.229769,0.257096,0.246742,0.013632,0.006376,0.024212,0.023772,0.048567,0.021870,0.010711,0.003324,0.005472,0.012982,0.015121,0.004576,0.011724,background
0.180156,0.037059,3.157573,0.277513,0.230769,1.533803,0.007189,0.357066,-22.532960,1.520258,0.118357,-0.075816,-0.128897,0.233299,0.060425,-0.172006,-0.319106,-0.184060,-0.217407,-0.209410,-0.140069,0.018865,0.005284,0.023972,0.020222,0.030048,0.014109,0.016022,0.004395,0.010804,0.014070,0.015322,0.004268,0.018349,0.082424,0.023456,0.133946,0.070972,0.027551,0.554472,0.004254,0.176477,0.709322,0.469595,0.451181,0.312544,0.315717,0.261556,0.245793,0.210773,0.265516,0.246507,0.244784,0.243270,0.299563,0.024051,0.005701,0.020376,0.020995,0.027484,0.019486,0.013963,0.004970,0.018363,0.015976,0.013479,0.004825,0.009685,background
0.147362,0.031329,3.154215,0.243297,0.220754,1.206250,0.008095,0.265251,-22.767424,1.644211,0.092175,-0.197978,-0.293936,-0.053699,0.047059,-0.025925,-0.120552,0.046826,0.011409,-0.130631,-0.150832,0.021326,0.010717,0.012958,0.011304,0.014165,0.015540,0.025869,0.005026,0.015553,0.015646,0.021343,0.013994,0.019763,0.069119,0.017851,0.158078,0.061672,0.027274,0.507112,0.003940,0.148792,0.719415,0.446407,0.643418,0.350084,0.380173,0.273177,0.241091,0.244333,0.223722,0.189645,0.192853,0.187656,0.210603,0.023136,0.015636,0.011078,0.014044,0.015503,0.019578,0.024655,0.007193,0.020145,0.014703,0.024567,0.021591,0.009570,background
0.154172,0.042384,3.101544,0.243717,0.215913,1.232143,0.007937,0.269174,-22.307158,1.596886,0.151576,-0.289740,-0.352368,0.117415,0.042726,-0.081713,-0.107975,0.046944,-0.101097,-0.066511,-0.033616,0.012085,0.010689,0.015159,0.015448,0.019818,0.018964,0.024448,0.004582,0.015917,0.016606,0.012473,0.008834,0.016663,0.072876,0.026363,0.198115,0.068013,0.028125,0.534686,0.004299,0.151045,0.742641,0.430455,0.491958,0.328183,0.388973,0.261889,0.281405,0.211990,0.208072,0.203962,0.174977,0.173519,0.201041,0.012899,0.018086,0.013722,0.017340,0.020968,0.018885,0.019979,0.005748,0.020792,0.012998,0.011616,0.013056,0.006884,background
0.133137,0.036057,3.142830,0.228251,0.216000,1.121399,0.006804,0.234278,-22.280393,1.792410,-0.026397,-0.180264,-0.298090,0.071184,0.163017,0.026084,-0.126480,-0.088472,-0.061056,-0.106031,-0.101671,0.017894,0.008706,0.016065,0.015350,0.033572,0.022800,0.022401,0.004810,0.007526,0.012696,0.018665,0.015958,0.018614,0.047517,0.019291,0.128664,0.055061,0.032171,0.367601,0.002902,0.122522,0.632085,0.298368,0.435819,0.315834,0.373180,0.213357,0.265266,0.203571,0.239204,0.184810,0.178624,0.179977,0.136920,0.016202,0.011288,0.013907,0.017632,0.023634,0.021369,0.016797,0.005764,0.007494,0.010547,0.017736,0.019803,0.006533,background
0.154926,0.027488,3.195638,0.238745,0.212389,1.435205,0.004650,0.297459,-22.161365,1.442293,-0.214935,-0.155308,-0.128282,0.240930,-0.017761,-0.150721,-0.153806,-0.047905,-0.247362,-0.220984,-0.201928,0.018291,0.009292,0.019987,0.017039,0.015309,0.017980,0.020039,0.004878,0.009931,0.018952,0.016732,0.007457,0.013540,0.047216,0.013434,0.078955,0.041864,0.023932,0.330552,0.001729,0.105729,0.501933,0.287579,0.319820,0.263594,0.209786,0.199441,0.212448,0.185198,0.196110,0.168362,0.177897,0.171324,0.144713,0.014562,0.012868,0.017429,0.013878,0.014759,0.013516,0.010992,0.004060,0.011493,0.014700,0.013133,0.008484,0.004761,background
0.139312,0.043376,3.228698,0.230237,0.210526,1.398945,0.004900,0.253975,-21.551732,1.376785,-0.149192,0.024179,-0.040489,0.230974,0.065704,-0.111902,-0.208650,0.015755,-0.153359,-0.168878,-0.160732,0.017961,0.004210,0.018292,0.012481,0.019740,0.013236,0.025661,0.007426,0.008101,0.023942,0.025010,0.006532,0.016706,0.023961,0.021344,0.055351,0.020566,0.014032,0.241921,0.002220,0.060952,0.479116,0.250932,0.365197,0.233431,0.203258,0.206886,0.193762,0.200498,0.214102,0.181672,0.162913,0.181876,0.164619,0.013592,0.003244,0.016827,0.011058,0.021023,0.012242,0.016744,0.007539,0.010181,0.017174,0.020214,0.005756,0.007082,background
