@RELATION svmSMtemp
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {highlights,background}

@DATA
0.174470,0.029617,3.143964,0.247422,0.203734,1.571361,0.006599,0.300487,-22.741925,0.879240,-0.787388,-0.140080,-0.132338,-0.120114,0.007449,-0.120931,0.075401,0.050609,-0.087645,0.033067,-0.073583,0.008400,0.006499,0.011211,0.009816,0.012784,0.007455,0.012390,0.004928,0.015889,0.020218,0.015989,0.009130,0.012368,0.071090,0.021303,0.161509,0.055631,0.023584,0.504403,0.003575,0.135806,0.923791,0.596469,0.484129,0.266336,0.328846,0.206531,0.274442,0.188100,0.202359,0.205049,0.177169,0.177159,0.189990,0.006758,0.007304,0.013890,0.010518,0.015753,0.008795,0.014399,0.005083,0.019144,0.018721,0.015947,0.007978,0.007126,background
0.193368,0.038396,3.238764,0.265192,0.203135,1.931783,0.003574,0.349012,-21.808736,-0.014279,-1.262404,-0.236088,0.173859,-0.084820,-0.025268,-0.180085,0.105398,0.183560,-0.070488,-0.028192,-0.113900,0.009509,0.008584,0.006058,0.006172,0.007747,0.007003,0.009544,0.006658,0.010475,0.016499,0.015228,0.010573,0.008322,0.030689,0.011173,0.050750,0.028929,0.014505,0.247115,0.001260,0.064447,0.396714,0.441363,0.341857,0.222491,0.226205,0.192108,0.174829,0.178702,0.166644,0.155215,0.153142,0.151046,0.140402,0.007704,0.010852,0.004182,0.004414,0.007555,0.007377,0.005894,0.005466,0.007331,0.012803,0.010575,0.008729,0.004189,background
0.187281,0.033910,3.182300,0.265363,0.215824,1.760532,0.005392,0.355833,-22.056581,0.809605,-0.623076,-0.225845,-0.146533,0.107936,-0.085791,-0.241612,-0.188174,-0.082022,-0.301348,-0.257995,-0.325788,0.023479,0.006163,0.024307,0.019116,0.008346,0.008443,0.013086,0.009434,0.008252,0.012203,0.013654,0.008313,0.015563,0.058523,0.014995,0.103711,0.048535,0.025801,0.424420,0.001872,0.130920,0.524625,0.470012,0.427535,0.280868,0.244246,0.217314,0.204401,0.204304,0.204468,0.201294,0.218064,0.207977,0.254155,0.023510,0.005120,0.026554,0.023485,0.008720,0.007843,0.015975,0.010598,0.007377,0.014624,0.013329,0.007175,0.009621,background
0.168464,0.028742,3.150970,0.255600,0.219872,1.586488,0.006401,0.307070,-22.446185,1.223953,-0.500978,-0.136745,-0.162906,-0.035319,-0.105509,-0.186701,-0.118519,-0.066490,-0.329941,-0.257720,-0.215483,0.022561,0.007521,0.026093,0.022733,0.023993,0.010510,0.008677,0.005726,0.008229,0.012266,0.014014,0.007785,0.017443,0.066221,0.014119,0.154030,0.057425,0.028834,0.510046,0.002895,0.165916,0.549920,0.434115,0.387765,0.343753,0.320205,0.275249,0.237074,0.216035,0.253465,0.238855,0.234771,0.256092,0.289249,0.022110,0.007831,0.025203,0.025351,0.030338,0.012932,0.007790,0.006422,0.007584,0.013864,0.010833,0.006588,0.009609,background
0.176391,0.035254,3.223761,0.256911,0.214721,1.786205,0.004203,0.317563,-21.685515,0.759871,-0.877960,-0.205258,-0.205534,-0.108878,-0.182458,-0.262848,-0.124408,0.066928,-0.256037,-0.226674,-0.166447,0.013197,0.007283,0.017174,0.014514,0.014950,0.011276,0.009310,0.005537,0.010434,0.013641,0.015278,0.009124,0.011667,0.034934,0.013224,0.060440,0.034053,0.019215,0.283059,0.001374,0.100617,0.383147,0.353152,0.386089,0.226027,0.192000,0.198089,0.208067,0.189353,0.261253,0.211616,0.203595,0.208058,0.227148,0.011735,0.007270,0.018926,0.016123,0.016257,0.015317,0.007126,0.003857,0.008000,0.010453,0.011457,0.005591,0.006158,background
0.194455,0.054976,3.247176,0.263252,0.207718,1.945077,0.003751,0.359361,-20.997916,0.453340,-0.833066,-0.258047,-0.045417,-0.097425,-0.045215,-0.257067,-0.084579,0.075170,-0.202963,-0.208336,-0.196610,0.008724,0.005369,0.015244,0.020741,0.010057,0.007091,0.010206,0.007138,0.010340,0.013275,0.011427,0.008760,0.010798,0.032826,0.015923,0.042187,0.027724,0.016696,0.235747,0.001211,0.070943,0.325671,0.314725,0.286246,0.203111,0.239516,0.183000,0.158350,0.165282,0.187514,0.224292,0.198312,0.186923,0.157555,0.006999,0.004424,0.014535,0.024745,0.012615,0.007897,0.006170,0.006682,0.006783,0.011174,0.007141,0.008457,0.006952,background
0.182116,0.036968,3.240814,0.258602,0.203263,1.841123,0.003852,0.317875,-21.850180,0.011178,-1.382247,-0.038582,0.071887,-0.043158,-0.035660,-0.119668,0.091481,0.134896,-0.027851,0.021759,-0.078035,0.009217,0.006036,0.007286,0.007597,0.008235,0.006205,0.008944,0.005963,0.009935,0.015688,0.013833,0.011832,0.008073,0.030206,0.009654,0.046265,0.028645,0.017824,0.211001,0.001164,0.075795,0.435731,0.375779,0.315799,0.230389,0.228447,0.179054,0.171672,0.181213,0.159415,0.170611,0.159693,0.153211,0.176372,0.008087,0.004635,0.006982,0.006678,0.008698,0.005448,0.005997,0.004598,0.007513,0.012859,0.009761,0.009995,0.003667,background
0.177934,0.047835,3.238400,0.255558,0.203653,1.815756,0.004196,0.299324,-21.435761,0.154334,-1.281333,-0.080425,-0.064238,0.011420,-0.108352,-0.151838,0.020340,0.096523,-0.115411,-0.043355,-0.095415,0.010921,0.006900,0.006550,0.007264,0.009480,0.007616,0.008001,0.005697,0.009828,0.016186,0.016955,0.011252,0.009811,0.032996,0.013831,0.054750,0.027511,0.014987,0.258188,0.001381,0.077894,0.398395,0.418661,0.354926,0.229597,0.239487,0.226854,0.182522,0.148732,0.167367,0.177709,0.173258,0.160723,0.190097,0.009683,0.006451,0.006150,0.006753,0.010828,0.009438,0.005166,0.003856,0.007390,0.013809,0.015059,0.012149,0.005019,background
0.192616,0.036156,3.103812,0.297625,0.235545,1.579715,0.008918,0.369350,-23.647959,1.183401,0.225221,-0.044066,-0.116487,0.132460,-0.053485,-0.066520,-0.325988,-0.251023,-0.377419,-0.206078,-0.159523,0.020663,0.008588,0.035293,0.029458,0.021888,0.013019,0.010423,0.003252,0.004579,0.007420,0.016173,0.003144,0.022045,0.109478,0.025186,0.249026,0.085986,0.030257,0.585030,0.005586,0.199526,1.326567,0.737030,0.875990,0.481387,0.457556,0.420105,0.378425,0.319137,0.317402,0.315171,0.301955,0.348790,0.342272,0.025497,0.012084,0.030039,0.032539,0.029847,0.020298,0.010708,0.004383,0.006195,0.008054,0.020302,0.003724,0.013465,background
0.182773,0.045355,3.256934,0.244622,0.196552,1.928408,0.002926,0.316730,-21.005981,0.403866,-1.027561,-0.221742,-0.111197,0.063347,-0.051881,-0.279549,-0.052788,0.028455,-0.159715,-0.123049,-0.153248,0.008508,0.006282,0.007473,0.007636,0.008028,0.008974,0.011146,0.008309,0.012375,0.011436,0.013190,0.011315,0.006104,0.013162,0.006451,0.032951,0.007866,0.005246,0.099200,0.000510,0.027088,0.178018,0.182742,0.144982,0.148106,0.141567,0.144989,0.149452,0.138273,0.152051,0.134905,0.145994,0.153852,0.135186,0.004303,0.002936,0.004563,0.004373,0.004715,0.005216,0.006070,0.005928,0.007729,0.007108,0.007409,0.006556,0.002197,background
0.161343,0.031995,3.210699,0.234910,0.202202,1.631308,0.004721,0.281109,-21.779306,1.068523,-0.589523,-0.104592,-0.253437,0.131136,0.055068,-0.111468,0.010541,0.125167,-0.092199,-0.033656,-0.118313,0.012610,0.010656,0.010778,0.009833,0.015995,0.013368,0.019622,0.006551,0.011407,0.011979,0.016814,0.011161,0.011358,0.045836,0.014400,0.071389,0.043605,0.024358,0.362861,0.001850,0.096658,0.487268,0.331117,0.349006,0.216614,0.227217,0.172077,0.207962,0.172266,0.177349,0.146144,0.182811,0.167469,0.160291,0.011943,0.013877,0.009780,0.010348,0.014504,0.008667,0.013721,0.005964,0.011645,0.007891,0.012849,0.010403,0.005929,background
0.153273,0.034300,3.225303,0.219738,0.188957,1.573357,0.004521,0.258042,-21.607547,0.902636,-0.894278,-0.317246,-0.257790,0.034990,0.088677,-0.199484,-0.099757,0.117975,-0.100001,-0.058414,-0.123087,0.011035,0.010272,0.008629,0.010121,0.012373,0.015158,0.018222,0.008537,0.010921,0.015847,0.013299,0.008641,0.009882,0.019541,0.011863,0.059303,0.012715,0.008553,0.187163,0.001301,0.044914,0.373108,0.252975,0.281891,0.201920,0.201010,0.190968,0.187101,0.176314,0.161458,0.149180,0.126316,0.155840,0.164729,0.010105,0.010722,0.004978,0.007929,0.008215,0.012513,0.014214,0.006416,0.007433,0.012418,0.008930,0.007859,0.004006,background
0.150390,0.033077,3.195612,0.227042,0.197865,1.503848,0.004328,0.247592,-21.788968,0.936417,-0.997374,-0.190097,-0.160565,0.283164,0.050496,-0.291420,-0.114375,0.218852,-0.073067,-0.064442,-0.157628,0.008400,0.005926,0.006831,0.007700,0.011491,0.012755,0.015302,0.012475,0.016630,0.020586,0.014302,0.007406,0.011239,0.027086,0.010563,0.067776,0.026337,0.018910,0.237325,0.001321,0.073835,0.360803,0.268735,0.248169,0.207478,0.170788,0.186369,0.157764,0.183519,0.152273,0.145116,0.141972,0.151077,0.154823,0.006379,0.005950,0.004304,0.005887,0.008538,0.010986,0.010838,0.010024,0.012624,0.017764,0.013011,0.005470,0.005431,background
0.160391,0.045523,3.239155,0.233603,0.197614,1.716451,0.003746,0.265422,-21.115161,0.701811,-1.000890,-0.194234,-0.211919,0.210067,0.023634,-0.158240,-0.137619,-0.009127,-0.139676,-0.063451,-0.124920,0.009248,0.006725,0.008506,0.007515,0.009798,0.015783,0.013861,0.010118,0.011037,0.010783,0.012642,0.009750,0.008278,0.016682,0.012220,0.051501,0.008041,0.005734,0.171484,0.001770,0.036233,0.229397,0.157944,0.168187,0.150280,0.185526,0.166778,0.170451,0.148396,0.177186,0.124154,0.149536,0.136105,0.141934,0.005332,0.005137,0.004031,0.004063,0.006503,0.014165,0.011923,0.007070,0.007031,0.006130,0.009547,0.010442,0.004852,background
0.194295,0.055429,3.236692,0.249951,0.202736,1.804292,0.003828,0.356450,-21.084974,0.683244,-1.019565,-0.211924,-0.127631,0.217811,0.085590,-0.243890,-0.067794,0.177217,-0.074890,-0.117112,-0.143097,0.006618,0.004700,0.006468,0.008082,0.008983,0.009873,0.013749,0.010630,0.014057,0.012990,0.014185,0.012981,0.009100,0.033590,0.012567,0.041905,0.016698,0.009787,0.188726,0.001325,0.071225,0.288907,0.251869,0.230782,0.190020,0.206316,0.189341,0.189766,0.170009,0.157804,0.159473,0.141713,0.151505,0.156983,0.003478,0.003745,0.003854,0.005223,0.006375,0.006671,0.008530,0.008381,0.011765,0.012013,0.011710,0.014239,0.005155,background
0.166984,0.045580,3.212677,0.240958,0.199408,1.754019,0.003316,0.297604,-21.181686,0.527973,-0.911800,-0.204182,0.106594,0.377938,0.050194,-0.329283,-0.055659,0.186892,-0.023469,-0.061844,-0.108983,0.007649,0.003992,0.007914,0.007754,0.009402,0.009118,0.016629,0.013761,0.016149,0.017930,0.015443,0.009356,0.009826,0.014411,0.008116,0.055444,0.010111,0.007733,0.147845,0.000832,0.032364,0.281291,0.265589,0.247245,0.193238,0.203281,0.179631,0.165283,0.177291,0.136030,0.154076,0.175175,0.154287,0.142247,0.005342,0.002919,0.005090,0.005002,0.006787,0.005646,0.012309,0.011257,0.012025,0.015424,0.011164,0.005201,0.004541,background
0.161906,0.037937,3.231176,0.232687,0.198880,1.672765,0.003676,0.270212,-21.393782,0.801535,-0.918297,-0.115685,-0.034758,0.274429,0.123116,-0.146781,-0.130044,0.089650,-0.065313,0.024664,-0.056640,0.007235,0.006334,0.010790,0.010660,0.011976,0.016071,0.021505,0.012802,0.012019,0.013180,0.010620,0.008392,0.009575,0.027174,0.007469,0.043331,0.018092,0.010628,0.175711,0.000873,0.053097,0.252832,0.278645,0.225139,0.196607,0.181334,0.176956,0.169249,0.138244,0.155315,0.161364,0.135232,0.117038,0.144781,0.003925,0.004888,0.006964,0.009547,0.007839,0.014949,0.013926,0.010244,0.009592,0.007414,0.006133,0.006048,0.003860,background
0.191610,0.041173,3.243630,0.267717,0.205867,1.943740,0.003821,0.339159,-21.781014,-0.185535,-1.363359,-0.052127,0.103607,-0.028108,-0.111328,-0.228640,0.017908,0.057200,-0.144458,-0.036192,-0.127496,0.010052,0.007408,0.007932,0.007678,0.006613,0.007524,0.011186,0.011927,0.010100,0.010910,0.013890,0.010007,0.008523,0.028300,0.010955,0.043119,0.030072,0.017710,0.207196,0.000984,0.081124,0.558697,0.555597,0.448928,0.281160,0.212855,0.194147,0.191775,0.169693,0.219544,0.214406,0.199039,0.194113,0.204196,0.008637,0.006289,0.006267,0.006067,0.006493,0.008659,0.009878,0.012284,0.009062,0.008213,0.010722,0.007882,0.003837,background
0.193350,0.042672,3.240855,0.272455,0.206701,1.977978,0.003901,0.349509,-21.825356,-0.330976,-1.455636,-0.329649,0.087765,-0.037204,-0.154868,-0.392241,-0.043033,0.096885,-0.069375,0.062184,-0.048422,0.007350,0.005084,0.006225,0.006481,0.006037,0.009916,0.014895,0.016284,0.010162,0.010515,0.012458,0.011867,0.010561,0.031570,0.010076,0.037706,0.024818,0.013879,0.221223,0.001254,0.062770,0.388883,0.377737,0.336661,0.236706,0.200778,0.218172,0.210001,0.196225,0.222327,0.201269,0.199620,0.204105,0.183794,0.005314,0.004340,0.006799,0.006120,0.006843,0.013105,0.017342,0.022599,0.006708,0.008207,0.007970,0.009587,0.006546,background
0.180617,0.033304,3.002537,0.281421,0.226746,1.519554,0.009069,0.335143,-23.505278,1.262992,-0.081724,-0.120279,0.015083,0.057623,0.078947,0.007417,-0.005838,-0.026990,-0.084714,-0.132812,-0.245047,0.021375,0.008039,0.018576,0.008681,0.013762,0.009228,0.018248,0.004569,0.010390,0.016203,0.019360,0.011532,0.017320,0.090453,0.026308,0.328715,0.088216,0.031931,0.564888,0.003715,0.193721,1.491422,0.681047,0.753441,0.438977,0.582395,0.361795,0.353399,0.256605,0.260809,0.249777,0.293936,0.302128,0.273204,0.024785,0.011768,0.022171,0.007755,0.016653,0.011043,0.021444,0.006945,0.015406,0.018773,0.024800,0.017220,0.010495,background
0.198812,0.053463,3.236160,0.272427,0.209030,2.012270,0.003660,0.361584,-21.274376,0.000457,-1.227660,-0.377260,-0.057079,0.021879,-0.104536,-0.329034,-0.066111,-0.018153,-0.274460,-0.158543,-0.102800,0.009973,0.005967,0.010024,0.011289,0.010910,0.007366,0.006999,0.007720,0.011860,0.014291,0.012104,0.013995,0.009948,0.034415,0.012353,0.048692,0.030681,0.016268,0.237070,0.001114,0.073251,0.365887,0.335828,0.314064,0.210465,0.233079,0.181412,0.172268,0.167765,0.184570,0.223458,0.200863,0.178225,0.210751,0.010450,0.005623,0.008635,0.010508,0.013030,0.006487,0.004570,0.006709,0.007756,0.010412,0.009865,0.013633,0.004866,background
0.181608,0.052376,3.245913,0.259844,0.205767,1.874478,0.004088,0.330403,-21.270169,0.280189,-1.183542,-0.320830,-0.136774,-0.063776,-0.098859,-0.385013,-0.187392,-0.106422,-0.380933,-0.258593,-0.202320,0.008238,0.005106,0.015106,0.018214,0.011622,0.007559,0.009624,0.006893,0.010227,0.015076,0.009832,0.008678,0.010736,0.041912,0.012907,0.039428,0.042791,0.024017,0.336230,0.001357,0.117079,0.373157,0.329238,0.335067,0.227993,0.215053,0.178652,0.194522,0.171823,0.208442,0.227581,0.177226,0.217261,0.203640,0.006618,0.003687,0.016914,0.018611,0.013774,0.006318,0.008727,0.005002,0.008860,0.013448,0.006787,0.007239,0.006573,background
0.177327,0.044529,3.228811,0.256614,0.208704,1.828407,0.004534,0.311159,-21.474928,0.347286,-1.155571,-0.301414,-0.200552,-0.091943,-0.201636,-0.450130,-0.215153,-0.040610,-0.082641,0.020208,-0.048220,0.008692,0.005577,0.007933,0.008484,0.010113,0.017336,0.020458,0.009841,0.013068,0.010289,0.010762,0.006809,0.011403,0.035201,0.015211,0.076677,0.030935,0.019905,0.281988,0.001581,0.091873,0.381256,0.410638,0.371404,0.266133,0.202067,0.229172,0.224870,0.178747,0.234627,0.190045,0.205082,0.203549,0.181586,0.006608,0.004950,0.007079,0.007584,0.012479,0.023846,0.023137,0.008863,0.011480,0.008179,0.007927,0.004389,0.008019,background
0.183147,0.045517,3.232900,0.260138,0.208073,1.845682,0.004791,0.335466,-21.504373,0.410046,-1.048971,-0.338007,-0.227702,-0.083895,-0.261355,-0.421862,-0.239651,-0.033244,-0.142874,-0.021293,0.020992,0.009856,0.005743,0.009531,0.009747,0.013934,0.017658,0.016980,0.008874,0.012159,0.012118,0.008581,0.008477,0.012526,0.036806,0.015289,0.055266,0.036716,0.026529,0.269283,0.001566,0.103457,0.373898,0.390704,0.347462,0.231966,0.244278,0.189456,0.215561,0.197564,0.216410,0.195267,0.219739,0.243000,0.171447,0.010006,0.006810,0.010386,0.009055,0.014006,0.022232,0.017942,0.009834,0.010318,0.008856,0.005547,0.007647,0.006559,background
0.180095,0.039528,3.225941,0.254971,0.202507,1.823195,0.004428,0.323038,-21.800390,0.268555,-1.222318,-0.317230,-0.055235,-0.092474,-0.205312,-0.429842,-0.129838,-0.072566,-0.201337,-0.060878,-0.087299,0.009046,0.005659,0.010234,0.009747,0.013140,0.011301,0.011873,0.010152,0.012675,0.013030,0.012233,0.010468,0.010398,0.035505,0.011293,0.064166,0.027376,0.015177,0.246781,0.001622,0.081606,0.372938,0.327778,0.297603,0.218785,0.190842,0.184133,0.213164,0.212750,0.199192,0.186099,0.186651,0.223662,0.174731,0.006263,0.004249,0.008971,0.009719,0.015491,0.011782,0.011682,0.013187,0.009707,0.010165,0.009274,0.009798,0.006033,background
0.205861,0.038614,3.251394,0.260678,0.201709,1.962439,0.003499,0.377707,-21.704420,0.261707,-1.216197,-0.280735,-0.143641,-0.010098,-0.098400,-0.347903,-0.101577,0.033954,-0.187429,-0.142630,-0.126203,0.008192,0.006229,0.010195,0.007887,0.007902,0.007763,0.010692,0.008797,0.012692,0.011292,0.012300,0.010894,0.007895,0.038022,0.007657,0.037463,0.020499,0.010494,0.165796,0.000816,0.063509,0.269956,0.182570,0.263201,0.164035,0.173630,0.172922,0.170387,0.163109,0.166847,0.152395,0.182736,0.162031,0.173549,0.004874,0.004661,0.008314,0.005383,0.007647,0.006000,0.006355,0.006458,0.010552,0.007906,0.010745,0.008735,0.003895,background
0.210119,0.053368,3.252195,0.262568,0.201400,2.020491,0.003219,0.395083,-21.112101,0.281800,-1.208648,-0.328646,-0.139276,0.020983,-0.086136,-0.241887,-0.137566,0.085100,-0.156942,-0.119897,-0.145654,0.010276,0.006240,0.006375,0.006777,0.006357,0.008018,0.010935,0.009359,0.010495,0.013075,0.014089,0.008883,0.007257,0.028350,0.009623,0.034679,0.016830,0.008056,0.160321,0.000879,0.054285,0.258195,0.193878,0.188997,0.155196,0.155918,0.197547,0.177108,0.158923,0.148737,0.153165,0.159520,0.156297,0.140163,0.006523,0.004349,0.003304,0.004259,0.003889,0.004502,0.007506,0.007696,0.008472,0.011540,0.011902,0.007442,0.003766,background
0.195751,0.038131,3.235246,0.257329,0.199395,1.851056,0.004861,0.369609,-21.917387,0.498632,-0.902996,-0.345511,-0.196786,0.001754,-0.071092,-0.228540,-0.032330,0.075553,-0.023075,-0.056397,-0.105227,0.008966,0.004018,0.006489,0.007606,0.010075,0.010340,0.010568,0.006953,0.016183,0.016622,0.013813,0.007773,0.009688,0.050779,0.017795,0.070050,0.035258,0.016972,0.329691,0.002036,0.088679,0.541374,0.413774,0.417909,0.220935,0.266171,0.189209,0.217539,0.204229,0.197577,0.181554,0.186424,0.152904,0.196526,0.006752,0.003248,0.005525,0.007989,0.011659,0.011046,0.009573,0.006102,0.017158,0.011133,0.011762,0.005150,0.005022,background
0.192288,0.047038,3.235938,0.260527,0.205762,1.906277,0.004178,0.351289,-21.486987,0.408572,-0.949810,-0.435556,-0.228068,-0.048333,-0.042964,-0.150296,-0.024715,0.096920,-0.048662,-0.013724,-0.122260,0.009812,0.004842,0.005838,0.008378,0.010292,0.007348,0.012919,0.007272,0.010980,0.015497,0.016125,0.011876,0.009790,0.033312,0.017387,0.063385,0.024291,0.012982,0.264059,0.001753,0.063957,0.516495,0.310609,0.304314,0.206585,0.194996,0.183212,0.218035,0.164875,0.194881,0.174730,0.161402,0.148985,0.174954,0.006985,0.003400,0.003902,0.005850,0.009894,0.005855,0.013297,0.005729,0.010293,0.012894,0.012852,0.013247,0.005040,background
0.166212,0.027883,3.176410,0.241288,0.196959,1.659165,0.005927,0.309317,-22.691350,0.604690,-0.853439,-0.494445,-0.246395,-0.116654,-0.014967,-0.148788,-0.039823,0.089359,-0.109286,-0.032244,-0.156593,0.015557,0.005633,0.009142,0.007258,0.014546,0.014135,0.012193,0.009341,0.011750,0.015231,0.016187,0.014824,0.013936,0.029937,0.015127,0.163843,0.023349,0.010248,0.296539,0.002946,0.071929,0.684734,0.430537,0.485050,0.273645,0.307732,0.269309,0.263068,0.204479,0.183208,0.191653,0.166334,0.180462,0.245956,0.016127,0.005865,0.006960,0.006132,0.016219,0.022556,0.011808,0.013554,0.012418,0.016228,0.013836,0.016532,0.007642,background
0.150671,0.035998,3.105629,0.252659,0.218335,1.297782,0.008647,0.272964,-23.294812,1.450206,0.151533,-0.013942,-0.187090,0.487293,0.092310,-0.010974,-0.068470,0.029029,0.154042,0.051248,0.117485,0.008417,0.003769,0.018397,0.011634,0.040193,0.030508,0.026214,0.005595,0.008820,0.010328,0.013732,0.007398,0.021645,0.074611,0.023818,0.189225,0.082674,0.042220,0.483766,0.005839,0.163748,1.397800,0.617593,0.705602,0.409557,0.460742,0.373017,0.339988,0.313294,0.218821,0.192188,0.194233,0.202385,0.184875,0.008385,0.004306,0.021865,0.013776,0.036897,0.044437,0.019182,0.009188,0.010958,0.012691,0.012986,0.012232,0.011979,background
0.189266,0.039984,3.242217,0.256442,0.201250,1.951494,0.002925,0.342759,-21.490531,0.234684,-1.199607,-0.528749,-0.035964,-0.028827,-0.004728,-0.188478,-0.035595,0.114098,-0.111399,0.004828,-0.102985,0.008201,0.007082,0.006058,0.007071,0.011039,0.010535,0.010407,0.008754,0.014919,0.012674,0.011865,0.009360,0.007199,0.014688,0.006211,0.033132,0.008291,0.005328,0.111503,0.000559,0.022376,0.270067,0.171903,0.163300,0.181232,0.153193,0.156203,0.118026,0.144701,0.154583,0.153260,0.145046,0.141131,0.131442,0.004511,0.004281,0.003358,0.004270,0.008113,0.007027,0.006730,0.005502,0.012414,0.008991,0.009136,0.006167,0.003054,background
0.205826,0.037720,3.233148,0.276638,0.211134,1.956589,0.004588,0.374039,-21.951673,0.268535,-0.805990,-0.560831,0.022433,-0.170824,-0.056061,-0.123767,0.120364,0.173280,-0.096304,-0.149234,-0.318370,0.022356,0.007841,0.007796,0.005032,0.007157,0.006528,0.008418,0.008121,0.007839,0.014342,0.017360,0.019947,0.013166,0.052981,0.014200,0.065929,0.039894,0.017695,0.376580,0.001847,0.089652,0.569542,0.548068,0.479588,0.297427,0.315682,0.266041,0.248414,0.182943,0.200830,0.197647,0.164140,0.189338,0.241915,0.022204,0.007897,0.011123,0.004990,0.007833,0.007640,0.007176,0.008902,0.006164,0.013340,0.015790,0.021182,0.007290,background
0.206353,0.035781,3.230978,0.273085,0.203729,1.997071,0.004190,0.358326,-22.085423,-0.050367,-1.113116,-0.768566,-0.078133,-0.244333,-0.074722,-0.155035,0.051216,0.229953,0.004473,-0.042671,-0.252153,0.011872,0.005882,0.004530,0.004157,0.007411,0.007832,0.015048,0.008781,0.009067,0.013248,0.016308,0.017877,0.010842,0.036851,0.010941,0.078864,0.025000,0.011068,0.278067,0.001612,0.064981,0.396767,0.344886,0.356855,0.272112,0.267891,0.183708,0.189150,0.156076,0.190619,0.213235,0.152178,0.146740,0.192978,0.011146,0.004899,0.002677,0.002566,0.006333,0.007936,0.019685,0.006711,0.006550,0.011540,0.015563,0.019556,0.006854,background
0.215452,0.029433,3.205206,0.281121,0.208086,1.955855,0.005313,0.368409,-22.712797,0.226081,-0.686228,-0.602837,-0.141579,-0.222479,-0.075163,-0.102857,0.022784,0.137317,-0.081051,-0.079624,-0.247361,0.016970,0.006508,0.007783,0.007997,0.006304,0.006274,0.010222,0.006386,0.006441,0.013297,0.018372,0.015783,0.011530,0.070718,0.021588,0.123361,0.052801,0.021835,0.540487,0.003055,0.126079,0.793786,0.707770,0.580312,0.336728,0.354715,0.233192,0.222956,0.215296,0.195621,0.209139,0.224057,0.241723,0.246391,0.017441,0.008343,0.008597,0.010750,0.006700,0.005456,0.012429,0.007442,0.004855,0.013436,0.022016,0.021813,0.008943,background
